;fecha;CCAA;total_altas;Localizacion
1202;2020-04-27;Navarra;1918,0;Navarra, Spain
1203;2020-04-28;Navarra;1978,0;Navarra, Spain
1204;2020-04-29;Navarra;2082,0;Navarra, Spain
1205;2020-04-30;Navarra;2113,0;Navarra, Spain
1206;2020-05-01;Navarra;2185,0;Navarra, Spain
1207;2020-05-02;Navarra;2281,0;Navarra, Spain
1208;2020-05-03;Navarra;2411,0;Navarra, Spain
1209;2020-05-04;Navarra;2494,0;Navarra, Spain
1210;2020-05-05;Navarra;2562,0;Navarra, Spain
1211;2020-05-06;Navarra;2628,0;Navarra, Spain
1212;2020-05-07;Navarra;2732,0;Navarra, Spain
1213;2020-05-08;Navarra;2827,0;Navarra, Spain
1214;2020-05-09;Navarra;2917,0;Navarra, Spain
1215;2020-05-10;Navarra;3014,0;Navarra, Spain
1216;2020-05-11;Navarra;3070,0;Navarra, Spain
1217;2020-05-12;Navarra;3155,0;Navarra, Spain
1218;2020-05-13;Navarra;3297,0;Navarra, Spain
1219;2020-05-14;Navarra;3400,0;Navarra, Spain
1220;2020-05-15;Navarra;3550,0;Navarra, Spain
1221;2020-05-16;Navarra;3658,0;Navarra, Spain
1222;2020-05-17;Navarra;3751,0;Navarra, Spain
1223;2020-05-18;Navarra;3905,0;Navarra, Spain
1224;2020-03-01;País Vasco;;País Vasco, Spain
1225;2020-03-09;País Vasco;2,0;País Vasco, Spain
1226;2020-03-10;País Vasco;2,0;País Vasco, Spain
1227;2020-03-11;País Vasco;2,0;País Vasco, Spain
1228;2020-03-12;País Vasco;2,0;País Vasco, Spain
1229;2020-03-13;País Vasco;2,0;País Vasco, Spain
1230;2020-03-14;País Vasco;5,0;País Vasco, Spain
1231;2020-03-15;País Vasco;5,0;País Vasco, Spain
1232;2020-03-16;País Vasco;5,0;País Vasco, Spain
1233;2020-03-17;País Vasco;11,0;País Vasco, Spain
1234;2020-03-18;País Vasco;14,0;País Vasco, Spain
1235;2020-03-19;País Vasco;18,0;País Vasco, Spain
1236;2020-03-20;País Vasco;21,0;País Vasco, Spain
1237;2020-03-21;País Vasco;165,0;País Vasco, Spain
1238;2020-03-22;País Vasco;216,0;País Vasco, Spain
1239;2020-03-23;País Vasco;283,0;País Vasco, Spain
1240;2020-03-24;País Vasco;344,0;País Vasco, Spain
1241;2020-03-25;País Vasco;466,0;País Vasco, Spain
1242;2020-03-26;País Vasco;621,0;País Vasco, Spain
1243;2020-03-27;País Vasco;814,0;País Vasco, Spain
1244;2020-03-28;País Vasco;1023,0;País Vasco, Spain
1245;2020-03-29;País Vasco;1503,0;País Vasco, Spain
1246;2020-03-30;País Vasco;1646,0;País Vasco, Spain
1247;2020-03-31;País Vasco;1796,0;País Vasco, Spain
1248;2020-04-01;País Vasco;2165,0;País Vasco, Spain
1249;2020-04-02;País Vasco;2490,0;País Vasco, Spain
1250;2020-04-03;País Vasco;2809,0;País Vasco, Spain
1251;2020-04-04;País Vasco;3098,0;País Vasco, Spain
1252;2020-04-05;País Vasco;3405,0;País Vasco, Spain
1253;2020-04-06;País Vasco;3568,0;País Vasco, Spain
1254;2020-04-07;País Vasco;3728,0;País Vasco, Spain
1255;2020-04-08;País Vasco;4151,0;País Vasco, Spain
1256;2020-04-09;País Vasco;4514,0;País Vasco, Spain
1257;2020-04-10;País Vasco;4680,0;País Vasco, Spain
1258;2020-04-11;País Vasco;4741,0;País Vasco, Spain
1259;2020-04-12;País Vasco;4867,0;País Vasco, Spain
1260;2020-04-13;País Vasco;5026,0;País Vasco, Spain
1261;2020-04-14;País Vasco;5193,0;País Vasco, Spain
1262;2020-04-15;País Vasco;5428,0;País Vasco, Spain
1263;2020-04-16;País Vasco;5813,0;País Vasco, Spain
1264;2020-04-17;País Vasco;6144,0;País Vasco, Spain
1265;2020-04-18;País Vasco;6556,0;País Vasco, Spain
1266;2020-04-19;País Vasco;6972,0;País Vasco, Spain
1267;2020-04-20;País Vasco;7124,0;País Vasco, Spain
1268;2020-04-21;País Vasco;7277,0;País Vasco, Spain
1269;2020-04-22;País Vasco;7651,0;País Vasco, Spain
1270;2020-04-23;País Vasco;8136,0;País Vasco, Spain
1271;2020-04-24;País Vasco;8459,0;País Vasco, Spain
1272;2020-04-25;País Vasco;8941,0;País Vasco, Spain
1273;2020-04-26;País Vasco;9602,0;País Vasco, Spain
1274;2020-04-27;País Vasco;9840,0;País Vasco, Spain
1275;2020-04-28;País Vasco;9974,0;País Vasco, Spain
1276;2020-04-29;País Vasco;10474,0;País Vasco, Spain
1277;2020-04-30;País Vasco;10936,0;País Vasco, Spain
1278;2020-05-01;País Vasco;11380,0;País Vasco, Spain
1279;2020-05-02;País Vasco;11805,0;País Vasco, Spain
1280;2020-05-03;País Vasco;12024,0;País Vasco, Spain
1281;2020-05-04;País Vasco;12155,0;País Vasco, Spain
1282;2020-05-05;País Vasco;12251,0;País Vasco, Spain
1283;2020-05-06;País Vasco;12749,0;País Vasco, Spain
1284;2020-05-07;País Vasco;13070,0;País Vasco, Spain
1285;2020-05-08;País Vasco;13540,0;País Vasco, Spain
1286;2020-05-09;País Vasco;13985,0;País Vasco, Spain
1287;2020-05-10;País Vasco;14646,0;País Vasco, Spain
1288;2020-05-11;País Vasco;14718,0;País Vasco, Spain
1289;2020-05-12;País Vasco;14913,0;País Vasco, Spain
1290;2020-05-13;País Vasco;14986,0;País Vasco, Spain
1291;2020-05-14;País Vasco;15256,0;País Vasco, Spain
1292;2020-05-15;País Vasco;15256,0;País Vasco, Spain
1293;2020-05-16;País Vasco;15678,0;País Vasco, Spain
1294;2020-05-17;País Vasco;16028,0;País Vasco, Spain
1295;2020-05-18;País Vasco;16160,0;País Vasco, Spain
1296;2020-03-01;La Rioja;;La Rioja, Spain
1297;2020-03-09;La Rioja;0,0;La Rioja, Spain
1298;2020-03-10;La Rioja;0,0;La Rioja, Spain
1299;2020-03-11;La Rioja;1,0;La Rioja, Spain
1300;2020-03-12;La Rioja;1,0;La Rioja, Spain
1301;2020-03-13;La Rioja;1,0;La Rioja, Spain
1302;2020-03-14;La Rioja;1,0;La Rioja, Spain
1303;2020-03-15;La Rioja;1,0;La Rioja, Spain
1304;2020-03-16;La Rioja;2,0;La Rioja, Spain
1305;2020-03-17;La Rioja;2,0;La Rioja, Spain
1306;2020-03-18;La Rioja;2,0;La Rioja, Spain
1307;2020-03-19;La Rioja;2,0;La Rioja, Spain
1308;2020-03-20;La Rioja;13,0;La Rioja, Spain
1309;2020-03-21;La Rioja;18,0;La Rioja, Spain
1310;2020-03-22;La Rioja;18,0;La Rioja, Spain
1311;2020-03-23;La Rioja;18,0;La Rioja, Spain
1312;2020-03-24;La Rioja;24,0;La Rioja, Spain
1313;2020-03-25;La Rioja;43,0;La Rioja, Spain
1314;2020-03-26;La Rioja;48,0;La Rioja, Spain
1315;2020-03-27;La Rioja;62,0;La Rioja, Spain
1316;2020-03-28;La Rioja;364,0;La Rioja, Spain
1317;2020-03-29;La Rioja;397,0;La Rioja, Spain
1318;2020-03-30;La Rioja;431,0;La Rioja, Spain
1319;2020-03-31;La Rioja;496,0;La Rioja, Spain
1320;2020-04-01;La Rioja;569,0;La Rioja, Spain
1321;2020-04-02;La Rioja;641,0;La Rioja, Spain
1322;2020-04-03;La Rioja;745,0;La Rioja, Spain
1323;2020-04-04;La Rioja;843,0;La Rioja, Spain
1324;2020-04-05;La Rioja;904,0;La Rioja, Spain
1325;2020-04-06;La Rioja;964,0;La Rioja, Spain
1326;2020-04-07;La Rioja;994,0;La Rioja, Spain
1327;2020-04-08;La Rioja;1061,0;La Rioja, Spain
1328;2020-04-09;La Rioja;1172,0;La Rioja, Spain
1329;2020-04-10;La Rioja;1256,0;La Rioja, Spain
1330;2020-04-11;La Rioja;1337,0;La Rioja, Spain
1331;2020-04-12;La Rioja;1420,0;La Rioja, Spain
1332;2020-04-13;La Rioja;1458,0;La Rioja, Spain
1333;2020-04-14;La Rioja;1519,0;La Rioja, Spain
1334;2020-04-15;La Rioja;1582,0;La Rioja, Spain
1335;2020-04-16;La Rioja;1654,0;La Rioja, Spain
1336;2020-04-17;La Rioja;1729,0;La Rioja, Spain
1337;2020-04-18;La Rioja;1777,0;La Rioja, Spain
1338;2020-04-19;La Rioja;1816,0;La Rioja, Spain
1339;2020-04-20;La Rioja;1833,0;La Rioja, Spain
1340;2020-04-21;La Rioja;1866,0;La Rioja, Spain
1341;2020-04-22;La Rioja;1899,0;La Rioja, Spain
1342;2020-04-23;La Rioja;1937,0;La Rioja, Spain
1343;2020-04-24;La Rioja;1964,0;La Rioja, Spain
1344;2020-04-25;La Rioja;1999,0;La Rioja, Spain
1345;2020-04-26;La Rioja;2037,0;La Rioja, Spain
1346;2020-04-27;La Rioja;2049,0;La Rioja, Spain
1347;2020-04-28;La Rioja;2064,0;La Rioja, Spain
1348;2020-04-29;La Rioja;2091,0;La Rioja, Spain
1349;2020-04-30;La Rioja;2159,0;La Rioja, Spain
1350;2020-05-01;La Rioja;2220,0;La Rioja, Spain
1351;2020-05-02;La Rioja;2279,0;La Rioja, Spain
1352;2020-05-03;La Rioja;2297,0;La Rioja, Spain
1353;2020-05-04;La Rioja;2312,0;La Rioja, Spain
1354;2020-05-05;La Rioja;2345,0;La Rioja, Spain
1355;2020-05-06;La Rioja;2396,0;La Rioja, Spain
1356;2020-05-07;La Rioja;2457,0;La Rioja, Spain
1357;2020-05-08;La Rioja;2526,0;La Rioja, Spain
1358;2020-05-09;La Rioja;2581,0;La Rioja, Spain
1359;2020-05-10;La Rioja;2648,0;La Rioja, Spain
1360;2020-05-11;La Rioja;2700,0;La Rioja, Spain
1361;2020-05-12;La Rioja;2749,0;La Rioja, Spain
1362;2020-05-13;La Rioja;2804,0;La Rioja, Spain
1363;2020-05-14;La Rioja;2867,0;La Rioja, Spain
1364;2020-05-15;La Rioja;2927,0;La Rioja, Spain
1365;2020-05-16;La Rioja;2990,0;La Rioja, Spain
1366;2020-05-17;La Rioja;3048,0;La Rioja, Spain
1367;2020-05-18;La Rioja;3107,0;La Rioja, Spain
